"age","workclass","fnlwgt","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","y"
58," Private",156040,12," Married-civ-spouse"," Machine-op-inspct"," Husband"," Black"," Male",0,1848,40," United-States"," >50K"
24," Private",206861,13," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
28," State-gov",381789,10," Separated"," Exec-managerial"," Own-child"," White"," Male",0,2339,40," United-States"," <=50K"
57," Self-emp-inc",368797,9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
58," Private",153551,13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,60," United-States"," <=50K"
36," Private",240323,9," Separated"," Sales"," Unmarried"," Black"," Female",0,0,17," United-States"," <=50K"
68," Local-gov",242095,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",20051,0,40," United-States"," >50K"
37," Private",215476,9," Never-married"," Handlers-cleaners"," Unmarried"," Black"," Female",0,0,30," United-States"," <=50K"
53," Private",153052,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
40," Self-emp-not-inc",199303,13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
28," Self-emp-not-inc",195607,9," Married-civ-spouse"," Sales"," Wife"," White"," Female",0,0,40," United-States"," <=50K"
46," Private",102569,14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,65," United-States"," >50K"
47," Private",140219,9," Never-married"," Adm-clerical"," Other-relative"," White"," Female",0,0,40," United-States"," <=50K"
36," Private",199947,10," Divorced"," Machine-op-inspct"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"
56," Private",133025,9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
54," Self-emp-not-inc",124865,10," Divorced"," Sales"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"
51," Private",45599,9," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
26," State-gov",126327,12," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"
30," Private",113364,13," Never-married"," Sales"," Own-child"," White"," Male",0,0,18," United-States"," <=50K"
30," Private",326199,5," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",2580,0,40," United-States"," <=50K"
46," Private",376789,9," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,15," United-States"," <=50K"
30," Federal-gov",49593,15," Never-married"," Prof-specialty"," Not-in-family"," Black"," Female",0,0,40," United-States"," <=50K"
46," State-gov",238648,9," Married-civ-spouse"," Other-service"," Husband"," Black"," Male",7298,0,40," United-States"," >50K"
47," Private",166181,10," Married-civ-spouse"," Adm-clerical"," Wife"," Black"," Female",0,0,48," United-States"," >50K"
71," ?",128529,9," Widowed"," ?"," Not-in-family"," White"," Female",0,0,20," United-States"," <=50K"
37," Private",280966,10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,50," United-States"," >50K"
26," Private",291586,13," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"
24," Private",142227,13," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,30," United-States"," <=50K"
17," ?",104025,7," Never-married"," ?"," Own-child"," White"," Male",0,0,18," United-States"," <=50K"
45," Local-gov",148254,14," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"
54," Private",170562,10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,48," United-States"," >50K"
22," Private",222490,10," Never-married"," Sales"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"
64," Private",143110,13," Widowed"," Prof-specialty"," Not-in-family"," White"," Female",0,0,30," United-States"," <=50K"
50," Private",195844,12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"
44," Self-emp-not-inc",115896,11," Widowed"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
31," Private",303851,9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
53," Self-emp-not-inc",30008,6," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,35," United-States"," <=50K"
31," Private",195136,12," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,32," United-States"," <=50K"
53," Local-gov",293941,13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
45," Self-emp-not-inc",183710,5," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
54," Private",53407,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
40," Private",175674,13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," >50K"
28," Private",375313,9," Never-married"," Tech-support"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,50," United-States"," <=50K"
71," Private",77253,9," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,17," United-States"," <=50K"
17," Self-emp-inc",181608,6," Never-married"," Sales"," Own-child"," White"," Male",0,0,12," United-States"," <=50K"
32," Private",154571,10," Never-married"," Other-service"," Other-relative"," Asian-Pac-Islander"," Male",0,0,40," ?"," <=50K"
39," Federal-gov",30916,10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1902,50," United-States"," >50K"
40," Private",151294,9," Divorced"," Handlers-cleaners"," Not-in-family"," White"," Female",0,0,48," United-States"," <=50K"
72," Private",225780,16," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"
34," Federal-gov",436341,10," Married-AF-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States"," >50K"
65," Private",255386,9," Never-married"," Craft-repair"," Other-relative"," Asian-Pac-Islander"," Male",0,0,40," Cambodia"," <=50K"
36," Private",174938,13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1887,50," United-States"," >50K"
26," Private",245628,10," Never-married"," Adm-clerical"," Other-relative"," White"," Male",0,0,40," Mexico"," <=50K"
22," Private",228752,9," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
28," Self-emp-not-inc",190391,13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
38," Private",353263,14," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,50," Italy"," >50K"
44," Private",207578,13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,35," United-States"," >50K"
47," Private",111961,9," Married-civ-spouse"," Other-service"," Wife"," Black"," Female",0,0,30," United-States"," <=50K"
20," Private",219122,10," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
43," Private",190786,9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," >50K"
56," Private",178033,10," Widowed"," Exec-managerial"," Not-in-family"," White"," Male",4416,0,60," United-States"," <=50K"
26," Private",245029,13," Never-married"," Adm-clerical"," Not-in-family"," Black"," Female",0,0,40," United-States"," <=50K"
46," Federal-gov",140664,10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,48," United-States"," >50K"
28," State-gov",155397,13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,55," United-States"," <=50K"
42," Private",245317,6," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
39," Private",280570,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
64," Self-emp-not-inc",30664,11," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,30," United-States"," <=50K"
20," Private",109952,10," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,25," United-States"," <=50K"
45," Local-gov",192793,10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States"," >50K"
36," Federal-gov",106297,14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
33," Self-emp-not-inc",48702,11," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,65," United-States"," <=50K"
36," Private",484024,9," Divorced"," Machine-op-inspct"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
40," Private",29927,9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,45," England"," <=50K"
31," Self-emp-not-inc",108468,15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States"," >50K"
26," Private",168403,9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
44," Self-emp-not-inc",445382,10," Divorced"," Other-service"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
44," Private",136986,10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,60," United-States"," >50K"
23," Private",278107,9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,1573,30," United-States"," <=50K"
46," Self-emp-not-inc",131091,13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1902,40," United-States"," >50K"
36," Private",180667,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1887,60," United-States"," >50K"
41," State-gov",108945,9," Never-married"," Transport-moving"," Not-in-family"," White"," Female",14344,0,40," United-States"," >50K"
34," Private",101345,13," Married-civ-spouse"," Sales"," Wife"," White"," Female",0,0,40," United-States"," >50K"
63," Private",213095,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"
26," Private",40915,13," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,25," United-States"," <=50K"
51," ?",130667,9," Separated"," ?"," Not-in-family"," Black"," Male",0,0,6," United-States"," <=50K"
36," ?",128640,10," Married-civ-spouse"," ?"," Wife"," White"," Female",0,0,25," United-States"," <=50K"
33," Local-gov",289716,6," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
46," Local-gov",141944,13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,38," United-States"," >50K"
49," Private",323773,7," Married-civ-spouse"," Priv-house-serv"," Other-relative"," White"," Female",0,0,40," United-States"," <=50K"
40," Private",143327,10," Separated"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
56," Private",102106,9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
34," Private",172928,9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,65," United-States"," <=50K"
36," ?",214896,5," Divorced"," ?"," Unmarried"," White"," Female",0,0,40," Mexico"," <=50K"
51," Private",95128,9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
46," Private",292504,10," Married-spouse-absent"," Sales"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
52," State-gov",104280,10," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
33," Private",267859,10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," Cuba"," >50K"
28," Private",314659,10," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,42," United-States"," <=50K"
56," Private",124771,9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
44," Private",271792,13," Married-spouse-absent"," Exec-managerial"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
31," Private",240771,10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",4386,0,50," United-States"," >50K"
21," Private",154422,10," Never-married"," Adm-clerical"," Own-child"," Asian-Pac-Islander"," Female",0,0,40," United-States"," <=50K"
54," Private",118793,9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
32," ?",30499,13," Divorced"," ?"," Unmarried"," White"," Female",0,0,32," United-States"," <=50K"
30," Private",271710,13," Married-civ-spouse"," Sales"," Husband"," White"," Male",7298,0,50," United-States"," >50K"
48," Private",172695,11," Divorced"," Other-service"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
42," Self-emp-not-inc",29962,13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,48," United-States"," <=50K"
62," Private",200332,9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
31," Private",291702,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
22," Private",67234,9," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,60," United-States"," <=50K"
45," Private",168038,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,32," United-States"," <=50K"
34," Private",137814,10," Separated"," Sales"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"
42," Self-emp-not-inc",79036,13," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,65," United-States"," <=50K"
60," Self-emp-not-inc",327474,9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,70," United-States"," <=50K"
55," Private",750972,4," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,41," United-States"," <=50K"
74," Self-emp-inc",228075,10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",20051,0,25," United-States"," >50K"
23," Private",120046,12," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
45," Private",81132,10," Married-civ-spouse"," Tech-support"," Husband"," Asian-Pac-Islander"," Male",0,0,55," United-States"," >50K"
22," Private",160398,10," Never-married"," Sales"," Other-relative"," White"," Male",0,0,38," United-States"," <=50K"
28," Private",129460,5," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," El-Salvador"," <=50K"
20," Private",58222,10," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"
28," ?",424884,6," Separated"," ?"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"
19," ?",46400,10," Never-married"," ?"," Not-in-family"," White"," Female",0,0,24," United-States"," <=50K"
40," Private",198316,6," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
35," Private",143152,10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",3908,0,27," United-States"," <=50K"
24," Private",92609,13," Never-married"," Exec-managerial"," Own-child"," White"," Male",0,0,45," United-States"," <=50K"
27," Local-gov",229223,10," Never-married"," Protective-serv"," Own-child"," White"," Female",0,0,40," United-States"," >50K"
45," Self-emp-inc",142719,9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
23," State-gov",35633,10," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
46," Private",164749,10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
90," Private",311184,13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,20," ?"," <=50K"
72," Private",183616,9," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,50," England"," <=50K"
65," Private",129426,10," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
37," Private",454915,6," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
38," Private",29874,11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
46," Private",393715,10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,50," United-States"," >50K"
50," Private",143953,9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,65," United-States"," >50K"
28," Private",410351,10," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"
34," Private",399386,11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,53," United-States"," <=50K"
43," Private",186144,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
21," Private",315303,10," Never-married"," Other-service"," Own-child"," Black"," Male",0,0,20," United-States"," <=50K"
58," Private",137506,9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
42," Local-gov",175642,13," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",99999,0,40," United-States"," >50K"
26," Private",341353,13," Never-married"," Other-service"," Other-relative"," White"," Male",0,0,15," United-States"," <=50K"
49," Self-emp-not-inc",182752,16," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,35," United-States"," >50K"
26," Private",269060,13," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
26," Private",160445,9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
45," Private",223999,5," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,1848,40," United-States"," >50K"
43," Federal-gov",92775,11," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
68," State-gov",493363,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,20," United-States"," <=50K"
25," Private",123586,10," Never-married"," Adm-clerical"," Unmarried"," Other"," Male",0,0,40," United-States"," <=50K"
53," Private",158352,3," Married-civ-spouse"," Other-service"," Other-relative"," White"," Female",0,0,24," Italy"," <=50K"
62," ?",176753,9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
24," Private",450695,10," Never-married"," Sales"," Own-child"," White"," Male",0,0,35," United-States"," <=50K"
19," Private",63918,10," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
40," Private",289309,10," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,48," United-States"," <=50K"
43," Private",206833,9," Separated"," Handlers-cleaners"," Unmarried"," Black"," Female",0,0,45," United-States"," <=50K"
50," Private",145333,16," Divorced"," Prof-specialty"," Other-relative"," White"," Male",10520,0,50," United-States"," >50K"
72," ?",194548,10," Married-spouse-absent"," ?"," Not-in-family"," White"," Male",0,0,3," United-States"," <=50K"
22," ?",287988,10," Never-married"," ?"," Not-in-family"," White"," Male",0,0,15," United-States"," <=50K"
70," Self-emp-not-inc",139889,10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",2653,0,70," United-States"," <=50K"
29," Local-gov",116751,11," Divorced"," Protective-serv"," Unmarried"," White"," Male",0,0,56," United-States"," <=50K"
18," Private",238867,7," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,1602,40," United-States"," <=50K"
34," Private",90705,10," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,1485,40," United-States"," <=50K"
51," Local-gov",110327,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
36," Private",185607,9," Never-married"," Other-service"," Unmarried"," White"," Female",0,0,30," United-States"," <=50K"
32," Private",198068,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
45," Private",197038,13," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",0,0,50," United-States"," >50K"
49," Self-emp-not-inc",208872,9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,1672,98," United-States"," <=50K"
32," Private",205528,9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
28," Self-emp-inc",146042,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
24," Private",155913,13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,44," United-States"," <=50K"
45," Private",36006,13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States"," >50K"
47," Self-emp-inc",181130,15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",99999,0,50," United-States"," >50K"
90," Private",313749,13," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,10," United-States"," <=50K"
41," Private",331651,15," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,50," Japan"," >50K"
24," Private",243368,1," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,36," Mexico"," <=50K"
35," Private",401930,9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,1887,42," United-States"," >50K"
65," Private",264188,9," Widowed"," Sales"," Not-in-family"," White"," Female",0,0,24," United-States"," <=50K"
34," Private",243776,9," Divorced"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
24," Private",226668,9," Never-married"," Other-service"," Not-in-family"," Amer-Indian-Eskimo"," Male",0,0,35," United-States"," <=50K"
34," Self-emp-inc",174215,14," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",4787,0,45," France"," >50K"
39," Self-emp-not-inc",208109,9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,60," United-States"," >50K"
57," Private",158827,9," Separated"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
23," Private",159709,9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
36," Private",143385,9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
24," Private",230475,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,44," United-States"," <=50K"
50," Self-emp-inc",120781,13," Married-civ-spouse"," Sales"," Husband"," Asian-Pac-Islander"," Male",0,0,60," South"," >50K"
51," Private",137253,9," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," United-States"," >50K"
57," Self-emp-inc",107617,9," Separated"," Farming-fishing"," Not-in-family"," White"," Male",0,0,60," United-States"," >50K"
44," Self-emp-inc",116358,13," Married-civ-spouse"," Sales"," Husband"," Asian-Pac-Islander"," Male",0,0,50," ?"," >50K"
21," Private",196508,10," Never-married"," Sales"," Own-child"," Black"," Female",0,0,40," United-States"," <=50K"
42," Private",367533,6," Married-civ-spouse"," Craft-repair"," Own-child"," Other"," Male",0,0,43," United-States"," >50K"
64," ?",257790,9," Divorced"," ?"," Unmarried"," White"," Female",0,0,38," United-States"," <=50K"
17," Private",104232,6," Never-married"," Other-service"," Own-child"," White"," Male",0,0,10," United-States"," <=50K"
54," Private",169719,13," Married-civ-spouse"," Sales"," Husband"," White"," Male",3103,0,40," United-States"," >50K"
23," Private",160968,10," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,10," United-States"," <=50K"
34," Private",236861,9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
30," Private",109282,10," Never-married"," Sales"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"
40," Private",115932,13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," Ireland"," >50K"
44," Private",224658,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States"," >50K"
29," Local-gov",376302,11," Married-civ-spouse"," Tech-support"," Wife"," White"," Female",0,0,35," Nicaragua"," >50K"
28," Private",183597,16," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",594,0,50," Germany"," <=50K"
37," Private",115289,10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
56," Self-emp-inc",258883,10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
27," Private",69132,13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
60," Private",200235,11," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
47," Private",195978,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
50," Self-emp-inc",132716,10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," Germany"," >50K"
62," Private",174201,5," Widowed"," Other-service"," Unmarried"," Black"," Female",0,0,25," United-States"," <=50K"
25," Private",248990,6," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," Guatemala"," <=50K"
49," Private",144396,7," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,38," United-States"," <=50K"
27," Local-gov",125442,10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
30," Private",243841,9," Divorced"," Other-service"," Other-relative"," Asian-Pac-Islander"," Female",0,0,40," South"," <=50K"
33," Private",174789,10," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
70," Private",236055,4," Widowed"," Other-service"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"
20," Private",173851,10," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
19," Private",372483,10," Never-married"," Other-service"," Other-relative"," Black"," Male",0,0,35," United-States"," <=50K"
71," Federal-gov",422149,10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",20051,0,40," United-States"," >50K"
26," Private",272618,13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,55," United-States"," <=50K"
52," Private",74660,14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
38," Private",175232,9," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"
48," State-gov",31141,10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,1902,40," United-States"," >50K"
30," Self-emp-not-inc",31510,12," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
44," Private",310255,10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,60," United-States"," >50K"
32," Federal-gov",82393,13," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",0,0,56," United-States"," >50K"
31," Private",226696,9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,50," United-States"," >50K"
36," Private",123983,13," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",0,0,55," Japan"," >50K"
37," Private",147258,5," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,50," United-States"," >50K"
67," Self-emp-inc",171564,9," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",20051,0,30," England"," >50K"
29," Private",255949,13," Never-married"," Sales"," Unmarried"," Black"," Male",0,0,40," United-States"," <=50K"
54," Federal-gov",230387,9," Widowed"," Adm-clerical"," Unmarried"," White"," Female",0,0,35," United-States"," <=50K"
48," Private",178686,9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
30," ?",147215,10," Never-married"," ?"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"
42," Self-emp-inc",50122,9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
24," Private",410439,10," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,15," United-States"," <=50K"
28," Private",138269,9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
19," Private",25429,8," Never-married"," Other-service"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
23," Private",157951,10," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"
59," Federal-gov",190541,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
46," Self-emp-not-inc",366089,15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,40," United-States"," >50K"
28," ?",389857,9," Married-civ-spouse"," ?"," Other-relative"," White"," Male",0,0,16," United-States"," <=50K"
33," Self-emp-not-inc",67482,11," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,99," United-States"," <=50K"
